업체명,지역,업종,주소,전화번호,썸네일
아멜라하우스 광명 아브뉴프랑점,광명시,패밀리레스토랑,경기 광명시 양지로 16 아브뉴프랑 광명 1층,0507-1484-2068,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240516_189%2F1715852198951Viu6I_JPEG%2FIMG_6049.jpeg
유일순대,광명시,"순대,순댓국",경기 광명시 하안로 289 A동 1층,0507-1482-8995,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240618_89%2F1718678615600UtqaM_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AF_BBB05031_2.jpg
처비핑거스,광명시,햄버거,경기 광명시 일직로99번길 26 1층 101호,0507-1302-6714,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210110_76%2F1610206863602Tnv4Y_JPEG%2F4W-7-gLqPjF_zlA678gUXxYu.jpg
정이품쭈꾸미 광명1호점,광명시,한식,경기 광명시 양지로 19 1층 161호 정이품쭈꾸미 광명1호점,0507-1425-6024,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240605_145%2F17175762394467mKJ6_JPEG%2FR4WN6fmmpC_02.jpg
포시즌키친 광명점,광명시,브런치,경기 광명시 소하일로52번길 10 1층 101호(소하동),0507-1340-7449,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231107_205%2F1699335337139oac56_JPEG%2FKakaoTalk_20231107_143322756_03.jpg
이학순베이커리 광명역점,광명시,베이커리,경기 광명시 양지로 16 아브뉴프랑 1층,02-897-7101,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210219_57%2F1613712251903yoQWm_JPEG%2FbzkmXPxZo6fH791Gl7Vyrs7r.jpg
내조삼계탕,광명시,"백숙,삼계탕",경기 광명시 밤일로 32,0507-1401-3888,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230524_235%2F1684919025548xmLWP_JPEG%2F20230524_175443.jpg
본가생칼국수샤브만두전골,광명시,"칼국수,만두",경기 광명시 금하로 201-6 1층,02-2066-9224,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220418_57%2F1650251139425T6iRE_JPEG%2FIMG_3330.JPG
마피아피자 광명역,광명시,피자,경기 광명시 신기로17번길 11 센트럴스퀘어 105호,02-897-4161,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230430_292%2F168278495001035So3_JPEG%2F1682784818656.jpg
꿀꿀이 두루치기,광명시,한식,경기 광명시 범안로 965,02-898-2233,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190402_238%2F1554173208305N61zE_JPEG%2FrMYuS99kDqLKn5Wzv9tYUqSG.jpg
와인싸롱뱅뱅,광명시,와인,경기 광명시 오리로856번길 23 1층,02-2611-0010,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181109_45%2F1541761722887ClX8X_JPEG%2FikJpPjTXYumScZP4Q69ZJ_Mb.jpg
커피 인텐스,광명시,"카페,디저트",경기 광명시 도덕공원로 21-1 B06호,010-8834-5749,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220610_104%2F1654833698439mHmlw_JPEG%2F1652238385635-24.jpg
서커스돈까스 광명점,광명시,돈가스,경기 광명시 오리로 111 지상1층,02-899-5588,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240512_197%2F1715519101102YUO0D_JPEG%2FaRvgigtMes_03.jpg
소미담 광명사거리점,광명시,떡카페,경기 광명시 광명로 862 1층,0507-1436-7764,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240124_240%2F1706099130997FK9lp_PNG%2F14-1.png
연남물갈비 광명어반브릭스점,광명시,"육류,고기요리",경기 광명시 양지로 19 3층 364호,0507-1432-9985,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221102_112%2F1667400516650YAhEA_JPEG%2FIMG_8349.JPG
양꼬치소년,광명시,양꼬치,경기 광명시 오리로 992 광명리더스빌딩 1층,0507-1489-1344,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240307_177%2F1709815351799oXm9U_JPEG%2FIMG_3082.jpg
중식명장이송학 AK플라자광명점,광명시,중식당,경기 광명시 양지로 17 AK플라자광명점 4층,0507-1409-1688,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211105_29%2F1636087534755br64M_JPEG%2FvEIW2FvwmxFD2kZwG49lWcVh.jpg
달그락,광명시,"스파게티,파스타전문",경기 광명시 하안로287번길 22 1층,02-899-5855,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211021_218%2F16347420131518mXvB_JPEG%2FxO9tEclvQXULpGoib8fU4_03.jpeg.jpg
광명안양대교흑염소,광명시,"사철,영양탕",경기 광명시 시청로 29 1층,02-2615-2199,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231102_202%2F1698911990682ikghA_JPEG%2FKakaoTalk_20231023_144655634_07.jpg
펀치케이크러브,광명시,베이커리,경기 광명시 시청로 50 상가 A1동 134호,0507-1855-4561,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240103_238%2F1704276847395OBO0t_JPEG%2FKakaoTalk_20240103_185053990.jpg
퀸돈 광주첨단본점,광주시,"육류,고기요리",광주 광산구 첨단중앙로116번길 33 퀸돈,0507-1331-6731,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230603_89%2F1685796335133YWsJ9_JPEG%2FKakaoTalk_20230603_214332767_16.jpg
따봉시래기 상무점,광주시,"육류,고기요리",광주 서구 상무연하로 66,0507-1449-2278,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240625_294%2F1719301714227myNSE_JPEG%2F28lhUilUk2_03.jpg
몽환,광주시,"육류,고기요리",광주 서구 상무연하로 72 1층 106호,0507-1374-2104,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230118_193%2F1674030117084Tge8h_JPEG%2FKakaoTalk_20230118_172037034_01.jpg
첨단 필링돈까스,광주시,돈가스,광주 북구 첨단과기로208번길 43-10 A동 2층 207호 필링돈까스,0507-1496-9602,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240624_235%2F1719232143780euawN_JPEG%2FLlcIJ3TPt4_03.jpg
하노이어이 광주상무점,광주시,베트남음식,광주 서구 운천로204번길 3-1 1층,062-383-4024,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240613_86%2F1718278747336IN398_JPEG%2FKakaoTalk_20240510_142732338_03.jpg
초유지,광주시,"육류,고기요리",광주 북구 하서로523번길 11 초유지,0507-1471-1165,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230214_237%2F1676308288394A98T4_JPEG%2FC5103193-14E1-422A-9619-85FF89FC8B48.jpeg
또바기냉면,광주시,냉면,광주 광산구 신가삼효로 43-1 1층 또바기냉면,0507-1380-2412,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230422_206%2F1682144344092HAPCx_JPEG%2FDMT04211.JPG
운암회관 운암점,광주시,한식,광주 북구 대자로 24 1층,0507-1343-2954,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240531_210%2F1717142943230GcFA4_JPEG%2FtZIOS3r2Bj_03.jpg
상무초밥 첨단점,광주시,"초밥,롤",광주 광산구 첨단중앙로106번길 37,0507-1367-7474,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240613_170%2F1718255551702aBdWq_JPEG%2FIMG_9910.jpeg
오블로,광주시,양식,광주 서구 상무대로695번길 14 1층,0507-1396-0467,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240621_278%2F1718954864364zSNUQ_JPEG%2FKakaoTalk_20240610_165118208_04.jpg
테이트모던 Wellness Haus,광주시,양식,광주 서구 상무대로673번길 24,062-383-0895,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240312_158%2F1710211403590FyEWV_JPEG%2F47aac798-e01a-11ee-bb1a-b4055dce029e_03.jpg
정동 전대점,광주시,돈가스,광주 북구 우치로90번길 25 1층 정동,0507-1344-3507,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230911_194%2F1694433537088GNzpp_JPEG%2FIMG_2206.jpeg
산장웅계 수완점,광주시,"육류,고기요리",광주 광산구 수완로74번길 38-5 1층 산장웅계,0507-1334-0227,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240330_193%2F1711796280530q4RlL_PNG%2F%25C0%25DA%25BB%25EA_56.png
나나방콕 광주수완점,광주시,태국음식,광주 광산구 수완로73번길 17 1층,0507-1369-1112,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231107_199%2F1699334662187wxANR_JPEG%2F0K1A4439.jpg
행복담,광주시,한식,광주 동구 서석로85번길 2,062-233-4744,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231007_295%2F1696651541060kJ1VA_JPEG%2FIMG_4596.jpeg
심경희라라랜드 용봉점,광주시,소고기구이,광주 북구 설죽로 210,0507-1423-8873,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240314_216%2F1710412359216NytMf_JPEG%2F2b214238-e1ee-11ee-b282-80615f0bcc8e_03.jpg
정희 동명점,광주시,한식,광주 동구 동명로20번길 20 1층,0507-1373-6533,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240110_7%2F1704868419296PvbMO_JPEG%2FDSC03184-2.jpg
퍼니스 카페앤라운지,광주시,"카페,디저트",광주 서구 천변좌하로 192,062-374-8187,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211211_82%2F1639189809943VrN1j_JPEG%2F%25C0%25B1%25BE%25C6_%25C0%25FC%25B8%25E9.jpg
동경화로라운지,광주시,소고기구이,광주 남구 봉선로133번길 15,0507-1322-7567,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181025_17%2F1540396111826Uq9jb_JPEG%2F9o_7l45wXrMzsrPIG48hZipI.jpg
미미원,광주시,"전,빈대떡",광주 동구 백서로 218,062-228-3101,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220405_36%2F16491243607086AQW2_JPEG%2F20220405_105427.jpg
관산칡냉면,광주시,냉면,광주 서구 화운로83번길 28 1층,0507-1408-9769,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180711_247%2F1531286921467bIq3G_JPEG%2F39rs5lNvZQKIia_PuQ3iY-no.jpg
황금회포차 광주동천점,광주시,생선회,광주 서구 유림로98번길 39 모든빌딩 1층,0507-1316-1514,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240615_125%2F17184392435908xOJb_JPEG%2FKakaoTalk_20240528_183913692_29.jpg
최고의육회,광주시,"육류,고기요리",광주 북구 첨단연신로107번길 5 1층,0507-1332-3756,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240308_173%2F1709870880986IrfYc_JPEG%2FIMG_21891.jpg
한해물하네 첨단점,광주시,한식,광주 광산구 임방울대로826번길 30 한해물하네,0507-1482-5513,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20240527_2%2F1716767523446XVjME_JPEG%2FHZGIw0Cvch_03.jpg
이씨네푸줏간 운암점,광주시,"육류,고기요리",광주 북구 대자로54번길 12 1층,0507-1386-6123,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200707_297%2F159409075332610Jtp_JPEG%2FRkDwUSpt3OcrtK0ziVQB9Tvf.jpeg.jpg
한량꿀막걸리 양산점,광주시,"전통,민속주점",광주 북구 양산로 35 1층,0507-1411-9333,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240104_196%2F1704362195196F5fuD_JPEG%2F20240104_185341.jpg
소맥베이커리,광주시,베이커리,광주 동구 문화전당로26번길 10-2 소맥베이커리,062-223-0045,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170831_137%2F1504156456697eBWtz_JPEG%2FARG6ZH3mhu4PO6KcT1RFrxQF.JPG.jpg
초이찌,광주시,"일식,초밥뷔페",광주 북구 임방울대로1042번길 6-1 초이찌,062-232-0012,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230412_73%2F1681289478792BuAHz_JPEG%2F20230412_174004.jpg
한량꿀막걸리 화정점,광주시,"전통,민속주점",광주 남구 화정로254번길 33-1 1층 한량꿀막걸리 화정점,0507-1329-1469,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240120_93%2F17057227031860tuY2_JPEG%2FDSC01495.jpg
그런느낌,광주시,"카페,디저트",광주 광산구 수완로9번길 22-1,0507-1361-2580,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230119_250%2F1674090544621JpEfP_JPEG%2F1670506382052-8.jpg
초돈,광주시,돼지고기구이,광주 광산구 수완로74번길 30-6 초돈,062-962-9296,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190624_186%2F15613596269235MT8o_JPEG%2FpvO9XEx9SXsqrt6SQHkVWrWH.jpg
카페304 상무본점,광주시,"카페,디저트",광주 서구 상무누리로 15 1층,0507-1464-0570,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240404_30%2F1712238173452YRfFM_JPEG%2FKakaoTalk_20240404_224231260_01.jpg
스시마요,구리시,"초밥,롤",경기 구리시 장자대로 82 1층 102호,0507-1431-7679,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230920_231%2F1695136822157DvwIg_JPEG%2FIMG_1100.jpeg
후니쓰,구리시,햄버거,경기 구리시 안골로57번길 46-19 후니쓰,0507-1357-2481,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220920_199%2F1663643549043tGP33_JPEG%2FF54DCE5B-9010-4502-AB0C-FB1E67E96BE8.jpeg
장우가,구리시,"육류,고기요리",경기 구리시 경춘북로 252 갈매 아이파크 애비뉴 C동 2층 232호,0507-1317-3493,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231105_170%2F1699173331916FjCiX_JPEG%2F%25C7%25D1%25B5%25B7%25BE%25E7%25B3%25E4%25B1%25B8%25C0%25CC.JPG
고구려참숯구이,구리시,"육류,고기요리",경기 구리시 우미내길 6,0507-1486-9788,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240624_296%2F1719216067418VE4w7_PNG%2FKakaoTalk_20240624_162340922_02.png
혜화로,구리시,"육류,고기요리",경기 구리시 갈매순환로204번길 55 1층,0507-1356-1087,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220213_262%2F1644756560818PKU22_JPEG%2F1644756346265.jpg
속초항,구리시,대게요리,경기 구리시 벌말로 149,0507-1304-7331,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180730_160%2F1532944271618oYfqu_JPEG%2FG01fDh84lhQ0SH7IbW4fHDoO.JPG.jpg
삼남곱창,구리시,"곱창,막창,양",경기 구리시 이문안로136번길 8 1층삼남곱창,0507-1325-4883,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220903_235%2F1662200983404Ix6ch_JPEG%2F%25B8%25F0%25B5%25EB%25B1%25B8%25C0%25CC.jpg
마제이루,구리시,일식당,경기 구리시 원수택로64번길 9 성원상떼빌 105호 마제이루,0507-1344-4026,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20231218_165%2F17028842833181aNcJ_JPEG%2FKakaoTalk_20231203_152240674_02.jpg
파스타아미고,구리시,이탈리아음식,경기 구리시 벌말로70번길 67 파스타아미고,031-562-4357,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160326_187%2F1458995236141rU75q_JPEG%2F176276615736011_0.jpeg
구리야끼만두,구리시,만두,경기 구리시 건원대로99번길 80-9 1층,0507-1364-4456,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191111_167%2F1573400889607Fu0gF_GIF%2FhZK9VI7mciVhz4gfxwCebCN1.g
명물곱창,구리시,"곱창,막창,양",경기 구리시 체육관로153번길 5 1층 명물곱창,031-553-9551,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190108_249%2F1546940589830plnz0_JPEG%2F6FR0EY968klVWIRGZS17-CMU.jpg
카페고조,구리시,"카페,디저트",경기 구리시 갈매순환로204번길 7-28 1F 카페고조,0507-1303-1306,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190802_248%2F1564753182349w5RAB_JPEG%2F7LGShnnVuzf3x3ZF8XvNjFDC.jpg
강씨네아천칡냉면&언양식바싹불고기,구리시,한식,경기 구리시 아차산로 346 아천타운,031-552-3353,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221216_1%2F1671182127297n2gI0_JPEG%2F20221123_194036.jpg
공도동춘옥,구리시,중식당,경기 구리시 동구릉로 185 공도동춘옥,031-555-1707,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230227_119%2F1677477582869S1IoS_JPEG%2FEFA6C772-7475-4C2D-B147-D828A53C5F3F.jpeg
돈보스코,구리시,돈가스,경기 구리시 검배로15번길 21 1층 돈보스코,031-554-5552,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190927_193%2F1569512245586vAzzI_JPEG%2F6qH4n2pCg7CeV0SYn6vlIaxu.jpg
벅시분식,구리시,떡볶이,경기 구리시 이문안로99번길 10-7,010-2846-9710,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200628_4%2F1593335820993f12uR_JPEG%2F59se0sxmd5yiG6xmihwUjjm4.jpeg.jpg
다인한정식,구리시,한정식-일반,경기 구리시 벌말로 98 2층 다인한정식,031-568-3977,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190309_70%2F1552134886386JubUL_JPEG%2FxuXCClS3F_sFtiIHnDvYdNdL.jpeg.jpg
카페 시소,구리시,카페,경기 구리시 한다리길 76 2.3.4층,0507-1492-2119,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221030_89%2F1667128175324MPkoJ_JPEG%2FIMG_2543.jpg
수목원가든,구리시,"육류,고기요리",경기 구리시 벌말로70번길 170,031-567-5252,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210619_174%2F1624082034148kGbF6_JPEG%2FB3T5JPupRBftkG3ALxnooj67.jpg
포구리,구리시,베트남음식,경기 구리시 검배로29번길 29 1층,0507-1354-0492,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230308_281%2F1678260828669okAdf_JPEG%2Fimage.jpg
천하대만족,구리시,"족발,보쌈",경기 구리시 건원대로99번길 64 베스트빌딩 1층,031-554-7060,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210611_168%2F1623379188820ICKPS_JPEG%2FIzliaUdJ3Lf8CujHppNHBofQ.jpg
강가네한다리이향갈비 본점,구리시,돼지고기구이,경기 구리시 아차산로 302,031-554-3001,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190825_87%2F15667031829748XXNH_JPEG%2FFr3PtN0FkIzm5KaPnUYaF-jH.jpeg.jpg
간고등어와콩비지,구리시,"백반,가정식",경기 구리시 검배로29번길 53 1층,031-551-6465,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221111_248%2F16681386043446dBpR_JPEG%2FKakaoTalk_20220708_100604602_21.jpg
아뜰리에05 장자호수점,구리시,"카페,디저트",경기 구리시 장자호수길 74 1층,0507-1377-5527,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20240207_235%2F1707282314300NS7JA_PNG%2F20230809_204950.png
원시쪽갈비 구리본점,구리시,"육류,고기요리",경기 구리시 검배로59번길 10-4,0507-1418-8981,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F%2F20170406_108%2F1491465482753fy3N9_JPEG%2F1491465457185.jpg
다르다감자탕,구리시,감자탕,경기 구리시 안골로97번길 9 1층,031-562-7773,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221130_180%2F1669784502456Qp9OF_JPEG%2F41DEF02E-1C99-4F18-869C-F33B2BA81609.jpeg
애월식당 구리점,구리시,한식,경기 구리시 경춘로227번길 6-9,0507-1384-1183,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210228_164%2F1614492167967REuu7_JPEG%2FwvD-lKu7rEOeT_pXba-UffF7.jpg
봉대미곱창,구리시,"곱창,막창,양",경기 구리시 갈매중앙로 89-10 송원빌딩 101호,0507-1330-2510,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231114_188%2F1699937293235dhPTU_JPEG%2FDSC_5146.JPG
족발삼촌,구리시,"족발,보쌈",경기 구리시 이문안로99번길 19 족발삼촌,0507-1323-5631,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191030_292%2F1572421923550whz5y_JPEG%2FXyZLGDtGwW7BoS89rDYlYwUd.jpg
세겹상회 군산본점,군산시,"육류,고기요리",전북 군산시 궁포안1길 21 2층 202호,0507-1330-5887,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231202_91%2F1701489389212AlFzh_JPEG%2Ftemp_file.jpg
왕산중화요리 군산,군산시,중식당,전북 군산시 대학로 209 왕산중화요리,063-467-1318,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221007_247%2F1665129969485em7cf_PNG%2F112211.PNG
한일옥,군산시,한식,전북 군산시 구영3길 63,063-446-5502,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190116_132%2F1547622603538wFPrq_JPEG%2FrR0sTSIYHGjMT6dAGhUXFp1_.jpg
지린성,군산시,중식당,전북 군산시 미원로 87,0507-1369-2905,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151124_125%2F1448349101862wUF5u_JPEG%2F167074564160677_0.jpg
누렁소까망돼지,군산시,정육식당,전북 군산시 칠성4길 52,0507-1320-2906,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210506_294%2F1620287294804Bot0t_JPEG%2F-d1lDA3qg9nBQdRg4wmw9HSY.jpeg.jpg
빈해원,군산시,중식당,전북 군산시 동령길 57,063-445-2429,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190128_127%2F154866151820959nmt_JPEG%2FkPCLrtL_JYJqHc71o47vym11.jpeg.jpg
홍원반점,군산시,중식당,전북 군산시 요죽안2길 45,063-468-3901,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240409_256%2F1712673912518oI9hW_JPEG%2FKakaoTalk_20240409_234347820_13.jpg
물고기자리,군산시,생선회,전북 군산시 비응남로 5,063-463-1784,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240625_291%2F171927674674773zpy_JPEG%2F1719276677041.jpg
