,Title,Distance,Explain,DriveCourseID,Image,LocalID,URL
274,두창저수지,,겨울철이면 용인 빙어축제가 열리고 차박 캠핑으로 인기가 있다. 두창 호수를 따라 걷는 둘레길은 1시간 코스로 부담 없이 걷기 적당하다. 저수지의 아름다운 풍경을 배경으로 각종 펜션과 카페가 들어서 있다. 향토유적 두창리 삼층석탑과 선돌을 볼 수 있다.,275,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=84812ce6-0397-4c6c-a4c8-a22ee6f7248a,1,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=f4d06d29-27e0-44df-9359-b4c3d26d511c&big_category=A01&mid_category=A0101&big_area=31
275,금강생태공원(서천생태공원),,"금강 생태공원은 금강하굿둑 일대에 자리 잡고 있다. 이 덕분에 공원에 들어서면 금강의 수려한 풍경을 볼 수 있다. 공원에서는 잘 정비된 산책로를 따라 걸어도 좋고, 자전거 도로를 따라 자전거를 타기에도 제격이다. 또한, 다양한 조형물 앞에서 기념사진을 남길 수도 있다. 이곳은 무엇보다 해마다 겨울철이 되면 철새 군무를 감상할 수 있는 곳으로 유명해서 관광객은 물론 사진작가들의 즐겨 찾고 있다. 금강 생태공원에서 북쪽으로 가면 홍원항과 춘장대해수욕장 등 서천의 대표 관광지가 즐비하다. 게다가 공원이 군산과 가까운 거리에 위치해 군산으로 연계 여행을 떠나기도 수월하다.",276,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=bbba42e2-d977-44d2-a2bd-2ec7c0d89732,3,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=f7e11f85-6db5-45b6-a7dc-e4c67d656a7f&big_category=A01&mid_category=A0101&big_area=34
276,삼랑진 양수발전소 홍보관,,"청평발전소에 이어 국내 2번째로 건설된 한국 최대 양수발전소로 1986년 4월에 준공되었다. 지하에 발전기 1, 2호기를 보유하여 총 시설용량은 60만 KW에 이른다. 상부저수지(천태호)는 높이 88미터, 하부저수지(안태호)는 높이 78미터의 사력댐으로 축조되었으며, 담수량 646만 4000㎥, 수심 27.7m로 6시간 발전이 가능하다. 양수식 발전은 전기를 생산한 후 방류하는 물을 하부 저수지에 담아두었다가 밤에 남은 전력을 이용해 상부저수지로 올려보낸 다음, 전력소비가 많은 시간에 물을 흘려보내 발전하는 방식이다. 삼랑진양수발전소에는 삼랑진양수발전소 홍보관인 [에너지팜(Energy Farm)]이 운영되고 있으며, 에너지팜에서는 에너지 발달의 역사, 전기에너지의 이용 실태 등을 소개하고 있고, 에너지팜 앞에는 수명이 다한 기동전동기와 펌프수차 샘플을 설치하여 내방객들이 관람할 수 있도록 하였다.
봄이면 4km에 달하는 안태호변의 벚꽃길 드라이브 코스는 유명한 벚꽃길로 알려져 있으며, 상부의 천태호 옆에는 천태공원이 조성되어 있다.",277,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=37509586-af7f-4bc4-b0d0-33bfb63a6890,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=ce6e010f-6adc-4b57-bc01-1e9bfb850b66&big_category=A02&mid_category=A0206&big_area=36
277,신흥레저타운,,"신흥레저타운은 장흥관광지 부근에 있는 복합레저타운이다. 계절에 따라 피크닉월드와 워터월드, 스노우월드를 운영하고 있는데, 유아와 청소년 단체 소풍과 물놀이, 눈썰매를 즐기는 가족 나들이 장소이다. 취사 가능한 수영장&썰매장으로 고기를 구워 먹으며 물놀이와 눈썰매를 즐길 수 있다.
워터월드에는 다양한 종류의 카바나를 대여하고 스노우월드에는 평상과 파라솔 타입의 자리를 대여하는데 파라솔을 제외한 카바나와 평상은 자리마다 콘센트가 있다.
여름 시즌에만 운영하는 워터월드는 물이 깨끗하기로 소문난 곳이다. 특히 카바나는 약 400석에 이른다. 겨울시즌에만 운영하는 스노우월드는 눈썰매와 빙판 얼음 썰매, 빙어 체험 등을 할 수 있으며 실내에 위치한 평상과 파라솔에 짐을 풀고 몸을 녹이며 겨울을 만끽할 수 있다.
송추IC에서 차량으로 약 6분 소요된다. 인근에 장흥유원지, 세계문화유산 온릉, 가나아트파크, 필룩스조명박물관, 회암사지, 북한산국립공원, 국립아세안자연휴양림 등이 있다.",278,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f2fc70fd-b997-4c48-904b-1a52f35b8490,1,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=1459ed8f-85ee-4883-9aca-adba07700c28&big_category=A02&mid_category=A0202&big_area=31
278,황영조 기념공원,,"황영조 기념공원은 1992년 제25회 바르셀로나 올림픽 마라톤 경기에서 우승한 삼척 출신의 황영조 선수를 기념하기 위해 그의 고향 초곡리에 조성되었다. 황영조의 인간승리의 과정과 우승의 감격을 기리고, 청소년들에게는 용기와 꿈을 심어주기 위하여 조성한 기념공원이다. 기념관과 기념탑 등이 들어서 있으며, 이 중 기념관은 건축면적 987㎡, 지하 1층~지상 3층으로 건립되었다.
초곡리가 한눈에 내려다보이는 공원에는 황영조 선수의 동상과 시상대, 생가 등이 전시되어 있으며 매년 기념으로 삼척에서 마라톤 대회가 열리고 있다. 20분 정도면 충분히 둘러볼 수 있어 짧은 관광코스로 적합하며 동해대로를 빠져나와 초곡마을로 내려가는 2차선 도로변에 위치해 있어 드라이브 하기도 좋다.
기념관은 무료로 관람할 수 있다. 1층 제1전시실은 황영조 선수가 올림픽을 제패하기까지의 성장과정과 훈련과정 등을 소개하는 각종 사진 자료가 전시되어 있고, 제2전시실은 올림픽 우승 당시의 기념 사진과 각종 마라톤대회 참가 사진·물품·영상물이 있다. 2층은 기념품 판매장으로 역대 올림픽 포스터들이 전시되어 있으며, 3층은 휴게실이다.",279,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1c3721c9-41f5-47c1-a285-0b5f3047d7b2,2,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=16998dfd-15de-4157-8e47-7b2729f0d828&big_category=A02&mid_category=A0202&big_area=32
279,아양기찻길,,"78년이란 긴 세월 동안 금호강을 가로지르는 아양철교로 운영하던 역사성과 산업문화유산의 가치를 고려해 폐철교를 도심 속 시민문화 여가공간으로 아양기찻길이라는 새로운 관광지로 새롭게 태어났다. 아양기찻길은 길이 277m, 높이 14.2m, 연면적 427.75㎡ 로 전망대와 갤러리 전시장, 디지털 다리 박물관, 카페 등을 갖추고 있으며, 폐철교를 공공디자인과 접목해 복원한 점을 높이 평가받고 독일의 레드닷 디자인 어워드 상을 받고, 현재는 드라마 촬영지로 각광을 받고 있다. 주변에 십리 벚꽃길, 노래비, 동촌유원지, 옹기종기 행복마을을 관광할 수 있다.",280,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=113f0401-02a1-43d5-8c2e-48f46af6ce3c,6,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=1ac857f3-9583-459b-8c96-eb3bf5424b77&big_category=A02&mid_category=A0205&big_area=4
280,천불천탑,,"합천 황매산 자락 허굴산에 위치한 천불천탑은 용탑스님이 선사·고대시대 기도한 용바위에서 관세음보살님을 친견한 후 천불천탑의 원력으로 불탑 건립을 하고 있는 소원성지이다.
처음 방문 시 한가지 소원을 색상별 소원리본에 적어서 부처님께 축원 올리는 것을 필수 의무로 하고 있다.
돌탑 속에 앉아서 부처님이 되어보는 부처돌탑, 허굴산 정상에 누워있는 와불부처, 허굴산을 온몸으로 하고 있는 선사·고대시대 기도한 신령스런 소원성취 용바위, 관세음보살님의 위신력으로 형상을 나툰 자연마애불, 천불천탑에서만 볼 수 있는 무수한 돌탑들이 있는 곳으로 가족이나 아이들과 함께, 단체, 관광 드라이브 여행 시 가볼 만한 곳이다.
소원바위인 용바위에 참배 후 용바위를 안고 소원을 염원하여 일주일 안으로 용바위 꿈을 꾸면 소원이 성취되거나, 시험이나 큰일을 앞둔 사람들에게는 마음을 안정시키는 강한 기운을 준다고 해서 많은 사람들이 소원성취 용바위를 찾고 있다.
관세음보살님의 위신력으로 형상을 나툰 자연마애불은 소원초 올려 기도하는 법당으로, 초공양을 올려 기도한 후 소원이 이루어질 것 같으면 기도한 사람들 각각에게 그 형상이 다르게 보여 불가사의한 신비로움을 갖게 한다.
천불천탑은 돌탑이 있는 곳곳마다 법당이고 소원성취 용바위와 자연마애불이 있는 야외법당이 주된 법당이다.",281,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a81f1dbe-74ec-49dd-9fbe-f542c25dd631,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=1ceddc58-895c-4faa-a54b-ed44eddc6025&big_category=A02&mid_category=A0205&big_area=36
281,옥계항,,"1987년 5월 8일 옥계도시계획사업(항만)에서 시멘트를 운송하는 항구로 허가를 받아 같은 해 7월 8일 한라시멘트에서 항만건설에 착공하였고, 1991년 10월 14일 대통령령 제13487호에 의해 무역항으로 지정되었고 1997년 12월 8일에 개항하였다. 옥계항은 부두길이가 940m, 방파제가 1,304m, 잔교 1기 등이다. 선박접안능력은 모두 5척으로, 5만 톤급(최대 5만 5천 톤) 1척, 2만 톤급 1척, 1만 톤급 2척, 그리고 5천 톤급 1척 등이다. 연간하역능력은 1,014만 5천 톤이다.

<출처 : 강원도청>",282,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=5e5c39d0-a2d6-466d-ae30-67e68a85f3d7,2,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=1e00bcd8-f025-45c3-a2d6-9786dec6e7e8&big_category=A01&mid_category=A0101&big_area=32
282,노산리 솔밭 자연유원지,,"노산리 솔밭 자연유원지는 충북 청주시 서원구 현도면에 자리 잡고 있다. 대청댐에서 하류 쪽으로 약 5㎞ 정도 떨어진 곳에 있으며, 대전 신탄진과 가깝다. 이곳은 대청댐 하류에 위치한 옛 금강 나루터로 40~50년 된 송림과 금강 백사장이 어우러져 하절기에는 해수욕장을 방불케 할 만큼 행락객이 몰리는 강변유원지다.",283,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3a5583f1-c968-4ce5-8ddd-da2984711634,3,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=24942271-b8bd-4eef-8e87-53d0118a0997&big_category=A02&mid_category=A0202&big_area=33
283,갈목해변,,"갈목 해변은 사람들에게 많이 알려지지 않았다. 이 덕분에 번잡하지 않아 여유로운 여행을 즐기기에 제격이다. 백사장의 길이가 700m가량으로 아담하지만, 서해의 풍광을 벗 삼아 해수욕을 즐기기에 좋다. 일몰 무렵에는 서해를 물들이는 노을이 장관을 연출하기도 한다. 이곳은 어패류 보호구역으로 해산물 채취를 금지하고 있지만, 관광객을 위해 마련한 갯벌 체험장에서는 어패류 채취가 가능하다. 해변에서 약 20km 거리에 마량리 동백나무숲과 춘장대 해수욕장이 자리 잡고 있어 연계 관광에 나서기 수월하다.",284,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=7869eadf-0701-4cdc-9e45-aaa04345acf6,3,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=27925e52-ea3c-4856-8d96-7f3bdcc5d94f&big_category=A01&mid_category=A0101&big_area=34
284,김녕오조해안도로,,"김녕오조해안도로는 김녕에서부터 성산 오조리까지 이어지는 긴 해안도로로, 일명 해맞이 해안도로로 더욱 잘 알려져 있다. 에메랄드빛 바다, 새하얀 백사장과 풍력발전기도 볼 수 있으며, 올레길 20코스, 21코스, 1코스의 일부가 이 도로를 지난다. 구불구불 이어지는 해안 도로로 다양한 각도에서 다채로운 풍경을 만끽할 수 있다. 저 멀리 느리게 돌아가는 풍력발전기와 해변에서 스노클링과 서핑, 요트, 카약 등 해양 액티비티를 즐기는 사람들까지 한 폭의 그림을 완성한다. 월정리에는 제주도 전통 가옥을 리모델링한 식당과 카페가 많아 들러볼 곳이 많다.",285,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b299e01c-591b-4b31-88ee-971d2cb8059d,9,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=28e394ad-fef0-494b-b1c3-25c47ba34111&big_category=A01&mid_category=A0101&big_area=39
285,제암리 3.1운동 순국기념관,,"1,306㎡ (395평) 규모의 제암리 3.1운동 순국기념관은 제암리 학살사건을 기리기 위한 기념관이다.
제암리 학살사건은 1919년 3.1 독립만세운동 주요인사 명단을 입수한 일본 헌병 30여명이 4월15일 오후 2시경 제암교회에 주민들을 모이게 한 뒤 모든 문을 폐쇄하여 감금시키고 교회에 불을 지른 후, 교회를 향하여 무차별 총격을 가하여 23명을 학살하고 30여채의 가옥을 불태워버린 사건이다. 제암리 학살사건이 있은 지 63년이 지나서야 마을에서 4km 떨어진 도이리 공동묘지에 평토장으로 안장되었던 유해를 발굴하여 제암교회 뒷동산 양지바른 곳에 유택을 마련하였으며 후세에 이 사실을 기리기 위한 기념비와 전시관, 교육관 조형물 등을 설치하여 나라 사랑 정신을 일깨우는 산 교육장으로 활용하고 있다.
영상실에서는 제암리 사건 및 배경, 화성독립운동에 대한 동영상을 상영하고, 제1전시실에서는 1919년 화성지역에서 전개된 3.1운동의 배경과 전개과정 그리고 4월15일 일본군에 의한 제암리 학살, 유가족들의 증언, 그 후의 기록들을 사진패널과 유물, 인터뷰 영상 등을 전시하고 있다. 제2전시실은 제암리 3.1운동순국기념관 개관 20주년을 맞아하여 제암리 학살사건을 기억하고 순국선열의 독립정신을 이어가기 위해 노력했던 유족과 우리들의 이야기를 담았다. 제암리 이야기가 100여 년이 지나는 동안 우리의 이야기가 되는 과정을 자료와 영상을 통해 살펴볼 수 있다. 기념관에서는 사전예약을 하면 전문적 해설 소양을 갖춘 해설사가 제암·고주리학살 사건과 화성독립운동에 대한 해설을 제공한다.",286,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ea9e578a-07f5-4959-b968-7ab867e38ba5,1,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=2f7e19f0-701a-4f12-8883-c1f629df0f87&big_category=A02&mid_category=A0206&big_area=31
286,비암사 도깨비도로,,세종특별자치시에 위치한 비암사 도깨비 도로는 내리막 길이지만 마치 올라가는 것과 같은 착시현상을 일으키는 구간을 말한다. 비암사로 올라가는 약 1.3km 중간지점쯤 150 여m 구간이 해당된다. 도깨비 도로의 시작과 끝을 알리는 안내판이 세워져 있어 호기심 많은 관광객은 한 번쯤 시험해보기도 한다.,287,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a53cfa17-d40b-4a4d-8d50-ac833609183b,3,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=34996fcf-3f6c-409a-ac0e-8b9c0fbf188f&big_category=A02&mid_category=A0203&big_area=8
287,월성계곡,,"덕유산과 지리산, 가야산 등 높은 산들이 병풍처럼 둘러싸인 거창군 내에서도 지대가 높고 산세가 아름다운 월성은 하늘마을로 알려진 아름다운 지역으로, 월성계곡은 남덕유산(1507.4m) 동쪽 자락의 월성천을 따라 형성된 길이 5.5㎞의 계곡이다.
계곡의 폭은 넓지 않지만 주변 산세가 워낙 웅장하여 수량이 풍부하며, 계곡 물놀이와 더불어 쉴 수 있는 바위들이 여기저기 널려 있고, 계곡물은 바위 사이를 헤집으며 작은 폭포도 만들고 여울도 만들면서 갈계리의 위천계곡과 수승대계곡으로 흘러내려간다.
상류로 올라가면 장군바위쉼터 등이 나타나고 월성 1교에 이르기까지 계곡 물놀이를 즐기기에 좋은 장소들이 많다. 산수마을 입구에서 마학동계곡을 따라 올라가는 좁은 길로 우회전해서 올라가면 하늘과 맞닿아 있는 산수리 언덕의 절경을 감상하며 병곡리로 내려올 수 있는 산책코스도 좋은 관광지이다.
월성계곡은 남덕유산 등산 기점인 황점매표소에서 계곡이 끝나며, 매표소 앞을 지나 포장된 도로를 따라 올라가면 해발 800m 가까이 되는 남령재 고개를 넘어 덕유산 종주 기점인 함양군 서상면 영각사로 이어지는데 산세가 아름다워 드라이브 코스로 좋다. 남령재 고갯마루에 서면 거창, 함양 일대의 산세와 멀리 지리산 능선까지 조망할 수 있다.",288,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=a3a81d43-3898-425c-afbc-80aea83c712f,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=34e9fca3-8a04-4a28-bc1b-1b9972f6ea20&big_category=A01&mid_category=A0101&big_area=36
288,팔영대교,,고흥과 여수를 잇는 5개의 다리 중 첫 번째 다리인 팔영대교는 고흥의 많은 다리 가운데 가장 빼어난 모습을 지닌 다리이다. 현수교 방식으로 만들어진 다리 위에서 바라보는 팔영산의 자태는 신기루처럼 아련하다. 다리는 섬사람들의 삶과 일상에 맞닿아 있다. 팔영대교를 시작으로 적금대교~낭도대교~둔병대교~조화대교를 지나면 여수 화양면에 닿게 된다.,289,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=fc736878-de5e-4362-bb28-639aaa04a171,7,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=4e9bcec9-1254-4f32-b656-84d333200801&big_category=A02&mid_category=A0205&big_area=38
289,이사부길(새천년해안도로),,"이사부길은 한국의 아름다운 길 100선에 선정된 해안도로이다. 삼척항에서 삼척해수욕장까지 푸른 동해를 따라 약 4.6㎞ 남짓 펼쳐지는 동해안의 해안절경과 자연이 깎고 다듬은 기암괴석, 우거진 송림이 어우러진 경관을 볼 수 있다. 해안도로 중간에는 잠시 차를 주차하고 편안하게 해안 절경을 감상할 수 있는 쉼터가 마련되어 있다. 새천년해안유원지는 새해 첫 희망을 빌어주는 소망의 탑과 부담 없이 쉴 수 있는 조각공원과 함께 삼척 주요 명소로 떠오르고 있다.",290,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=20c96585-cf79-49ee-b60b-4614c7e2729a,2,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=52561673-e059-499d-930d-a5698f31a7d0&big_category=A02&mid_category=A0203&big_area=32
290,미래지 농촌 테마공원(미래지 농어촌 테마공원),,미래지 농촌 테마공원은 충북 청주시 청원구에 자리 잡고 있다. 공원에는 가마솥 쌀밥 체험장과 목공예 체험 공간이 마련되어 있다. 아울러 캠핑장이 가까이 있어 캠퍼들의 방문도 잦다. 잘 정비된 산책로가 조성되어 있어 도보로 공원을 둘러보기 좋다. 공원 주변에는 오창저수지와 그랜드CC가 있다.,291,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=2e4d9eb9-017f-4c0c-ae77-d9cb72edad3e,3,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=54e2b688-0751-4cc2-ad52-9cadf8703be0&big_category=A02&mid_category=A0202&big_area=33
291,거제도,,"거제도는 남해안의 섬 중에 가장 크고 넓으며, 우리나라에서는 제주도 다음으로 큰 섬이다. 부산경남에서도 거가대교가 놓여져 있어 육지나 다름없는 섬이다. 통영에서 거제대교를 건너 고속도로처럼 시원스레 뚫린 국도를 한참 동안 달려도 고층건물들이 즐비한 시가지와 거대한 조선소만 잇따라 나타나기 때문에 섬이라고 느낄 수 없는 큰 섬이지만 장승포항을 지나면 전혀 다른 거제도를 만날 수 있는 절경들이 가득한 섬이다.
장승포항에서 거제 해금강까지의 칠십리길은 줄곧 전망 좋은 바닷가를 따라 이어지는데, 이 길은 팔색조가 살고 있는 동백숲과 맑은 해조음으로 귀를 즐겁게 하는 몽돌해변이 자리 잡고 있다. 거제도의 끝자락에는 거제의 대표적인 절경인 해금강이 있다. 면적은 0.1㎢에 불과하고 전체가 깎아지른 기암절벽의 무인도지만 섬 위의 울창한 숲과 절벽 아래의 해식동굴은 절경으로 감탄을 자아내게 하는 곳이다. 선착장에서 출항하는 유람선에 몸을 실으면 해금강의 절경을 한눈에 감상할 수 있으며, 특히 해금강은 동틀녘이나 달밤에는 더 운치 있고 색다른 풍경을 볼 수 있으며, 육지에서 바라보는 해금강은 유람선에서 본 것과는 사뭇 다른 아름다움을 느껴 볼 수도 있다. 거제도의 맨 남쪽인 무지개마을과 여차마을 간에는 그림 같은 풍경을 볼 수 있는 해안절경과 환상적인 드라이브 코스가 자리 잡고 있으며, 남해안 전체를 통틀어서도 이보다 풍광 좋은 해안도로를 만나기가 어렵다. 여차마을의 몽돌해변은 여름철에 해수욕과 야영을 즐기기에도 안성맞춤이다. 장승포항의 남동쪽 바다에 떠 있는 지심도는, 남해안의 여러 동백섬 중 가장 아름다우며, 길이 1.5㎞, 너비 500m의 섬이 온통 동백나무로 덮여 있어 해마다 3월경이면 동백꽃이 하늘과 땅을 붉게 물들인다.
거제도에는 외도 보타니아 섬이 있다. 거제도에서 가장 인기 있는 관광지 중 하나이며, 3,000여 종이나 되는 식물과 꽃으로 가꾸어진 섬은 개인이 조성한 정원으로 모든 건물들이 지중해양식으로 지어져 있어 이국적인 정취를 느낄 수 있는 곳이다. 거제도는 최고의 관광 자원이 있는 관광지로 해금강, 몽돌해수욕장, 외도 보타니아, 매미성, 거제포로수용소유적박물관 등 다양하고 많은 관광지가 산재해 있는 관광 일번지이다.",292,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=1669c63d-4dba-41a9-b43d-3add5825b4b7,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=5931b762-2e36-43ff-a13d-43165b4c0efe&big_category=A01&mid_category=A0101&big_area=36
292,송산유원지,,"오랜 세월 동안 원시적인 상태로 남아 있던 광주 황룡강의 섬을 송산유원지으로 조성하였다. 이 섬은 전체가 공원으로 섬의 면적은 3만 9,277㎡이다. 강은 어등산이 감싸고 섬은 황룡강이 감싸안아 시원스럽고 아름답다. 1만 2천여평의 잔디광장, 그 광장을 둘러산 산책로, 산책로를 따라 조성된 60여개의 단지와 가로등, 씨름장, 아득히 보이는 섬의 북쪽 끝에 있는 6개의 돌탑들이 있다.
육지에서 섬으로 가는 방법은 두 가지가 있다. 하나는 나루터에서 배를 타고 가는 것이고, 또 하나는 육지부터 섬까지 연결된 청등보를 따라가는 것이다. 섬안에는 생태연못, 플라타너스 광장, 잔디광장이 있다.
송정리 영광통에서 영광방면으로 약 5km 남짓을 가다보면 황룡강을 가로지르는 다리가 보인다. 다리를 건너기 직전에 우회전을 하여 박호동 가는 길로 들어서서 2,000여 미터를 더 가면 커다란 강 한 가운데 있는 섬 공원을 볼 수 있다.",293,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=8a7f1c49-aec8-47e0-8fda-cecbc54ad555,7,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=66719057-61a7-406c-a7f4-79e6ba88ab96&big_category=A02&mid_category=A0202&big_area=5
293,전곡항 부잔교,,부잔교는 육지로부터 일정 간격으로 폰툰(pontoon)이라는 작은 상자를 띄워 배에 탈 수 있도록 만든 접안 시설이다. 전곡항 부잔교는 서해바다로 바다낚시를 나가거나 섬 여행을 가려는 사람들이 주로 이용한다. 부잔교 부근에서 낚싯대를 드리워 바다낚시를 할 수 있다. 전곡항 빨간 등대나 바다 전망대 등 구경하거나 사진 찍을 만한 포토존이 있다. 넓게 트인 바다를 감상할 수 있는 서해 일몰명소이기도 하다.,294,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=b6f7d450-def5-4adf-bace-3c3bb7eed66f,1,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=6f98916c-ff79-4a2e-a640-8d951becda62&big_category=A02&mid_category=A0205&big_area=31
294,대성저수지,,"대성저수지는 경북 김천시 아포읍에 자리 잡고 있다. 드라이브하며 풍경을 감상하기 좋은 곳이다. 저수지는 김천JC와 가까운 거리에 있으며, 주변에 금오산도립공원, 허브하우스 금오산 힐링캠프가 위치해 있어 연계 관광에 나서기 수월하다.",295,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=445a3dbb-6edb-4e3a-aa30-1e042f4923ed,6,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=795e8db8-e1e3-46d0-9136-754db0602e2d&big_category=A01&mid_category=A0101&big_area=35
295,"남양주 홍릉(고종과 명성황후)과 유릉(순종과 순명,순정 황후) [[유네스코 세계유산]]",,"홍릉은 대한제국 1대 황제 고종(1852~1919)과 명성황후 민 씨(1851~1895) 능이고, 유릉은 대한제국 2대 황제 순종(1874~1926)과 순종의 첫 번째 황후 순명황후 민 씨(1872~1904), 두 번째 황후 순정 황후 윤 씨(1894~1966)의 능이다. 홍릉과 유릉은 기존의 조선 왕릉 형식과 다르게 대한제국 황제릉 형식으로 조성되었다. 황제릉은 고종이 1897년 대한제국을 선포한 후 명나라 황제의 예를 참고하고, 기존 조선왕릉의 예를 계승하여 조성한 능이다. 기존과 다른 점은 크게 두 가지로 제향 공간에 있던 정자각 대신 침전을 두었고, 침전 앞부터 홍살문까지 향로를 따라 문석인, 무석인, 기린, 코끼리, 사자, 해태, 낙타, 말 모양의 석물을 배치하였다는 점이다. 홍릉과 유릉 경내에는 의민 황태자(영친왕)와 의민 황태자비(영천 왕비)의 영원, 황세손 이구의 회인원, 의친왕 묘, 덕혜옹주 묘, 고종의 후궁과 의친왕의 후실 묘 등 대한제국 황실 가족의 묘가 조성되어 있다. 남양주 홍릉과 유릉은 제국주의 열강의 세계 침략 야욕이 첨예하게 대립한 시기에 국가와 민족의 자존을 지키기 위하여 치열한 생을 살아간, 조선의 왕이자 대한제국 황제와 황후의 안식처이다.
매월 마지막 주 수요일은 문화의 날로 무료로 관람할 수 있으며, 해설 프로그램에 참여를 원하는 방문객은 10:00, 13:30, 15:30 중 시간을 선택해서 종합안내소로 모이면 된다.",296,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=e7fc3f98-1afd-48ea-8494-f4c880f4bc16,1,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=95f8ceb8-8440-4d6a-8ccf-bbc2303d66d5&big_category=A02&mid_category=A0201&big_area=31
296,안태공원,,"삼랑진 양수발전소를 건립하면서 함께 조성한 호수 공원이다. 아래 저수지인 안태호 위쪽에 위치하며, 광장과 소나무 숲 2개 구역으로 나뉘어 있다. 1 급수 수질에 수심도 깊어 저수지의 물빛이 맑고 푸르다. 겨울 철새들이 찾아와 쉬는 휴식처이기도 하며 주변에는 산책 데크가 마련되어 있어 철새와 어우러진 천혜의 장관을 눈으로 직접 볼 수도 있다. 상부의 저수지인 천태호로 이어지는 구불구불한 도로에는 벚꽃이 만발하여 봄철 드라이브 코스로 좋다. 인근에 삼랑진 양수발전소 홍보관, 천태산 부은사, 여여정사 등이 있어 볼거리도 풍성하다.",297,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=fe6d8b62-4991-488d-b16a-88fa9923de9f,5,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=9bcda08f-3744-48dc-afc7-83370d975c6b&big_category=A02&mid_category=A0202&big_area=36
297,장지리저수지,,"반딧불이가 서식할 만큼 청정지역으로 손꼽힌다. 쾌적하고 공기가 맑아 조용히 산책하기 좋고 한동안 무료 낚시터로 주목받기도 했지만 장지저수지 (장지리 저수지) 자연환경 보존대책의 하나로 장지 생태문화공원''이 조성 중이다. 수초가 많고 저수지 주변으로 코스모스 등 야생화가 피어있어 아름답고, 밤이면 동탄 신도시 불빛이 만들어내는 아름다운 야경을 감상할 수 있다. 마등산 등산로 입구도 가깝다. 가족과 함께할 수 있는 체험, 휴식, 힐링이 가능한 친환경 휴식 공간으로 가꿔 나가는 중이다.",298,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=dd167f67-94da-4e70-93b4-8b9b13735b28,1,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=9d05b487-7d6e-440c-a4ab-e1151d4e0524&big_category=A01&mid_category=A0101&big_area=31
