,Order,Destination,Address,Tag,DriveCourseID,PlaceID,latitude,longitude,LocalID,WithID,ViewID,ActiveID
224,1,죽성성당(드림세트장),부산광역시 기장군 기장읍 죽성리 134-7,#2024_여행가는달과함께하는_발도장여행지 #TV속촬영지여행 #경치좋은곳 #관광지 #드라마촬영지 #드라이브코스 #바다경치 #부산가볼만한곳 #사진찍기좋은곳 #연인과함께 #이색체험 #죽성성당 #체험관광지 #해안도로,DC043,P225,35.2411560063801,129.247892512776,LC004,WT003,"VW001, VW002, VW003, VW004, VW006","AC001, AC004, AC006"
225,2,대변마을,부산광역시 기장군 기장읍 기장해안로 605,#경상권 #관광지 #대변마을 #바다내음 #숙박 #어촌마을 #자연 #자연환경 #휴식여행 #휴식하기좋은곳 #힐링여행,DC043,P226,35.2247796540003,129.230369319202,LC004,WT003,"VW001, VW002, VW003, VW004, VW006","AC001, AC004, AC006"
226,3,월전포구(월전방파제),부산광역시 기장군 기장읍 월전해안길 31,#관광지 #기장월전방파제 #기장월전포구 #부산여행 #부산월전방파제 #부산월전포구,DC043,P227,35.2378637098117,129.245349149867,LC004,WT003,"VW001, VW002, VW003, VW004, VW006","AC001, AC004, AC006"
227,4,해동 용궁사(부산),부산광역시 기장군 기장읍 용궁길 86,#2023_설날_소원 #2024_여행가는달과함께하는_발도장여행지 #INFP혼행 #경상권 #경치좋은곳 #관광지 #기장군 #바다경치 #부산가볼만한곳 #불교 #불교문화 #사찰 #사찰여행 #산사 #역사 #연중무휴 #전통사찰 #한국불교 #해동용궁사 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC043,P228,35.1882392674714,129.223245860198,LC004,WT003,"VW001, VW002, VW003, VW004, VW006","AC001, AC004, AC006"
228,5,죽성항(황학대),부산광역시 기장군 기장읍 죽성리 30-33,#관광지,DC043,P229,35.242609311602,129.246821166397,LC004,WT003,"VW001, VW002, VW003, VW004, VW006","AC001, AC004, AC006"
229,1,삼봉해수욕장,충청남도 태안군 안면읍,#가족여행 #관광지 #나들이 #데이트코스 #바다풍경 #삼봉해수욕장 #아이와함께 #여름여행 #연인과함께 #자연 #자연좋은곳 #체험학습 #충청권 #친구와함께 #피서여행 #힐링,DC044,P230,36.5205361060368,126.344511519837,LC003,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC003, AC004"
230,2,두에기해변,충청남도 태안군 안면읍 승언리 2004-8,#관광지 #두에기해수욕장 #바다경치 #여름피서지 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #태안두에기 #태안두에기해변 #태안여행 #태안피서지 #태안해변 #태안해수욕장 #휴식여행 #휴식하기좋은곳,DC044,P231,36.5190674308336,126.328649779203,LC003,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC003, AC004"
231,3,기지포해수욕장,충청남도 태안군 안면읍 해안관광로 745-19,#가족여행 #관광지 #기지포해수욕장 #바다풍경 #여름여행 #여름피서지 #여름휴가 #연인과함께 #자연 #충청권 #친구와함께,DC044,P232,36.562731298958,126.32235183895,LC003,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC003, AC004"
232,4,밧개해수욕장,충청남도 태안군 안면읍 승언리,#가족여행 #관광지 #바다풍경 #밧개해수욕장 #여름여행 #여름휴가 #연인과함께 #일몰 #자연 #충청권 #친구와함께 #캠핑 #태안밧개해수욕장 #태안밧개해수욕장여행 #태안밧개해수욕장캠핑 #해루질,DC044,P233,36.5051678525711,126.362764309111,LC003,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC003, AC004"
233,5,백사장해수욕장,충청남도 태안군 안면읍 창기리,#가족여행 #관광지 #바다풍경 #백사장해수욕장 #여름여행 #여름휴가 #연인과함께 #자연 #충청권 #친구와함께,DC044,P234,36.5854621120178,126.348012379501,LC003,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC003, AC004"
234,6,방포해수욕장,충청남도 태안군 안면읍 방포1길 29-1,#가족여행 #관광지 #나들이 #데이트코스 #바다풍경 #방포해수욕장 #방포해수욕장해변몽돌 #서해바다 #서해해수욕장 #아이와함께 #여름여행 #연인과함께 #자연 #자연좋은곳 #체험학습 #충청권 #친구와함께 #태안가족여행 #태안바다 #태안방포해수욕장 #태안아담한해수욕장 #피서여행 #해변벤치 #힐링,DC044,P235,36.5088135684702,126.333101011874,LC003,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC003, AC004"
235,7,두여해수욕장,충청남도 태안군 안면읍 정당리 1313-1,#경치여행 #경치좋은곳 #관광지 #여름피서지 #자연 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #해수욕장,DC044,P236,36.543658562547,126.329667679297,LC003,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC003, AC004"
236,8,꽃지해수욕장,충청남도 태안군 안면읍 승언리,#2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #23_24한국관광100선 #관광지 #꽃지해수욕장 #바다풍경 #아이와함께 #연인과함께 #자연 #충청권 #친구와함께 #한국관광100선,DC044,P237,36.5051678525711,126.362764309111,LC003,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC003, AC004"
237,9,안면해수욕장,충청남도 태안군 안면읍 정당리,#가족여행 #관광지 #레포츠 #바다낚시 #바다내음 #바다풍경 #안면해수욕장 #자연 #충청권 #친구와함께 #휴식하기좋은곳,DC044,P238,36.5291377720412,126.379785415565,LC003,"WT001, WT002, WT003, WT004","VW001, VW002, VW003","AC001, AC003, AC004"
238,1,대방진굴항,경상남도 사천시 굴항길 99,#가족여행 #경치좋은곳 #관광지 #대방진굴항 #사천가볼만한곳 #아이와함께 #역사 #연인과함께 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #친구와함께,DC045,P239,34.9288991,128.05631,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW004, VW005, VW007","AC001, AC002, AC005"
239,2,모충공원,경상남도 사천시 송포동 1144-1,#관광지,DC045,P240,34.966464942499,128.048110647694,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW004, VW005, VW007","AC001, AC002, AC005"
240,3,삼천포대교공원,경상남도 사천시 사천대로 17,#가족과함께 #경치좋은곳 #관광지 #드라이브 #산책코스 #산책하기좋은곳 #삼천포대교 #삼천포대교공원 #아이와함께 #야간관광100선 #야경맛집 #연인과함께 #휴식공간 #휴식공원 #휴식여행 #휴식하기좋은곳,DC045,P241,34.932294187661,128.052334830435,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW004, VW005, VW007","AC001, AC002, AC005"
241,4,삼천포항,경상남도 사천시 어시장길 34-4,#관광지 #자연,DC045,P242,34.9265526584522,128.069652461976,LC005,"WT001, WT002, WT003, WT004","VW001, VW002, VW004, VW005, VW007","AC001, AC002, AC005"
242,1,교동도(강화),인천광역시 강화군 교동면 교동남로 35,#2021_휴가철찾아가고싶은_33섬 #2023찾아가고싶은섬 #2023찾아가고싶은섬_가을섬 #가족과함께 #강화가볼만한곳 #강화도여행 #관광지 #교동도 #시간이멈춘섬 #아이와함께 #자연 #자연마을 #자연좋은곳 #자연환경 #휴식여행 #휴식하기좋은곳 #힐링여행,DC046,P243,37.7804893804077,126.28104964275,LC001,"WT001, WT002, WT003, WT004","VW001, VW002","AC001, AC005, AC006"
243,2,조양방직,인천광역시 강화군 강화읍 향나무길5번길 12,#2024_여행가는달과함께하는_발도장여행지 #SNS속_인생샷명소 #데이트 #레트로 #레트로여행 #연인과함께 #음식 #인생샷 #조양방직 #친구와함께 #커플데이트,DC046,P244,37.7467787566069,126.480970774647,LC001,"WT001, WT002, WT003, WT004","VW001, VW002","AC001, AC005, AC006"
244,3,애기봉평화생태공원,경기도 김포시 하성면 평화공원로 139,#경치여행 #경치좋은곳 #관광지 #수도권 #안보관광 #애기봉 #자연 #자연좋은곳 #자연풍경 #자연환경 #전망좋은곳,DC046,P245,37.7432509919701,126.59406775424,LC001,"WT001, WT002, WT003, WT004","VW001, VW002","AC001, AC005, AC006"
245,4,파주 DMZ 곤돌라,경기도 파주시 문산읍 임진각로 148-73,#곤돌라 #관광지 #파주 #파주임진각평화곤돌라 #평화,DC046,P246,37.8914503150005,126.740279546575,LC001,"WT001, WT002, WT003, WT004","VW001, VW002","AC001, AC005, AC006"
246,5,말똥도넛 디저트타운,경기도 파주시 지목로 137,#가볼래터 #도넛 #디저트 #디저트맛집 #여행구독 #음식 #카페 #파주,DC046,P247,37.7303740090292,126.704533350838,LC001,"WT001, WT002, WT003, WT004","VW001, VW002","AC001, AC005, AC006"
247,1,화암사(고성),강원특별자치도 고성군 토성면 화암사길 100,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #강원권 #고성화암사 #관광지 #불교 #불교문화 #불교사찰 #사찰 #사찰여행 #역사 #연중개방 #자연환경 #전통차 #종교 #한국불교 #화암사 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC047,P248,38.2263035536854,128.471142957894,LC002,"WT001, WT002, WT004, WT005","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004, AC006"
248,2,해산전망대,강원특별자치도 화천군 화천읍 동촌리 산11-7,#경치좋은곳 #관광지 #산책길 #산책하기 #산책하기좋은곳 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC047,P249,38.1905004135509,127.816928076441,LC002,"WT001, WT002, WT004, WT005","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004, AC006"
249,3,박수근미술관,강원특별자치도 양구군 양구읍 박수근로 265-15,#DMZ #강원권 #기차여행 #나홀로여행 #단체관람 #당일치기여행 #문화시설 #미술관 #박수근미술관 #생태여행 #아이와함께 #안보여행 #양구군립미술관 #예술 #전시 #전시관 #친구와함께 #평화누리길 #평화생태관광,DC047,P250,38.0961751137205,127.981615832024,LC002,"WT001, WT002, WT004, WT005","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004, AC006"
250,4,고석정 꽃밭,강원특별자치도 철원군 동송읍 태봉로 1769,#고석정 #관광지 #구절초 #꽃밭 #맨드라미 #백일홍 #사진찍기좋은곳 #철원가볼만한곳 #코스모스 #해바라기,DC047,P251,38.1882273230829,127.295506161815,LC002,"WT001, WT002, WT004, WT005","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004, AC006"
251,5,평화의댐(화천),강원특별자치도 화천군 화천읍 평화로 3481-18,#가족여행 #강원권 #관광지 #아이와함께 #자연 #평화의댐 #화천가볼만한곳,DC047,P252,38.2136611859135,127.846159229875,LC002,"WT001, WT002, WT004, WT005","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004, AC006"
252,6,양구 수목원,강원특별자치도 양구군 동면 숨골로310번길 131,#가족 #가족나들이 #가족체험 #관광지 #수목원 #아이와함게 #아이와함께가기좋은 #양구가볼만한곳 #양구수목원,DC047,P253,38.1899741543712,128.074030282585,LC002,"WT001, WT002, WT004, WT005","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004, AC006"
253,7,소이산,강원특별자치도 철원군 철원읍 관전리,#관광지 #산 #철원군,DC047,P254,38.2497815742604,127.202198569735,LC002,"WT001, WT002, WT004, WT005","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004, AC006"
254,8,미시령옛길,강원특별자치도 고성군 토성면 미시령옛길,#강원도여행 #고성관광 #드라이브 #레포츠 #미시령고개 #인제관광,DC047,P255,38.2187296,128.4127709,LC002,"WT001, WT002, WT004, WT005","VW001, VW002, VW004, VW006","AC001, AC002, AC003, AC004, AC006"
255,1,백제불교최초도래지,전라남도 영광군 법성면 백제문화로 203,#가족여행 #관광지 #기차여행 #나들이 #백제불교최초도래지 #사찰&산사 #아이와함께 #역사 #자연좋은곳 #전라권 #전통&역사문화체험 #체험학습 #친구와함께 #힐링,DC048,P256,35.3619446212377,126.431134890485,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
256,2,백수해안도로,전라남도 영광군 백수읍 해안로 957,#2024_여행가는달과함께하는_발도장여행지 #경치좋은곳 #관광지 #드라이브여행 #드라이브코스 #드라이브코스추천 #바다경치 #백수해안도로 #연인과함께 #이른봄여행 #자연 #전라권 #추천드라이브코스 #풍경좋은곳 #해안도로 #해안드라이브 #해안드라이브코스 #해안절경 #휴식여행 #휴식하기좋은곳,DC048,P257,35.353731926146,126.38928135481,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
257,3,백수해안도로,전라남도 영광군 백수읍 해안로 957,#2024_여행가는달과함께하는_발도장여행지 #경치좋은곳 #관광지 #드라이브여행 #드라이브코스 #드라이브코스추천 #바다경치 #백수해안도로 #연인과함께 #이른봄여행 #자연 #전라권 #추천드라이브코스 #풍경좋은곳 #해안도로 #해안드라이브 #해안드라이브코스 #해안절경 #휴식여행 #휴식하기좋은곳,DC048,P258,35.353731926146,126.38928135481,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
258,4,내산서원,전라남도 영광군 불갑면 강항로 101,#관광지 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화관광 #역사문화재 #역사속 #역사속으로 #역사여행 #역사유적 #역사이야기 #역사탐험 #영광문화재 #영광서원 #영광여행 #영광여행추천 #전라남도여행 #전라남도여행지추천,DC048,P259,35.2118482238982,126.517909689703,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
259,5,영광 법성진 숲쟁이,전라남도 영광군 법성면 법성리 821-1,#가족여행 #관광지 #기차여행 #나들이 #아이와함께 #연인과함께 #영광명승 #영광명승지 #영광법성진 #영광법성진성 #영광법성진숲쟁이 #영광법성포 #영광법성포굴비거리 #영광숲쟁이 #영광여행 #영광여행추천 #자연좋은곳 #전라권 #전라남도여행 #전라남도여행지추천 #체험학습 #친구와함께 #힐링,DC048,P260,35.3652804418754,126.443927655211,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
260,6,칠산타워,전라남도 영광군 염산면 향화로 2-10,#감성사진 #경치여행 #경치좋은곳 #관광지 #노을맛집 #바다경치 #바다내음 #사진찍기 #사진찍기좋은곳 #사진촬영명소,DC048,P261,35.1686337149423,126.360306734241,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
261,7,영광 법성진 숲쟁이,전라남도 영광군 법성면 법성리 821-1,#가족여행 #관광지 #기차여행 #나들이 #아이와함께 #연인과함께 #영광명승 #영광명승지 #영광법성진 #영광법성진성 #영광법성진숲쟁이 #영광법성포 #영광법성포굴비거리 #영광숲쟁이 #영광여행 #영광여행추천 #자연좋은곳 #전라권 #전라남도여행 #전라남도여행지추천 #체험학습 #친구와함께 #힐링,DC048,P262,35.3652804418754,126.443927655211,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
262,8,백제불교최초도래지,전라남도 영광군 법성면 백제문화로 203,#가족여행 #관광지 #기차여행 #나들이 #백제불교최초도래지 #사찰&산사 #아이와함께 #역사 #자연좋은곳 #전라권 #전통&역사문화체험 #체험학습 #친구와함께 #힐링,DC048,P263,35.3619446212377,126.431134890485,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
263,9,칠산타워,전라남도 영광군 염산면 향화로 2-10,#감성사진 #경치여행 #경치좋은곳 #관광지 #노을맛집 #바다경치 #바다내음 #사진찍기 #사진찍기좋은곳 #사진촬영명소,DC048,P264,35.1686337149423,126.360306734241,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
264,10,내산서원,전라남도 영광군 불갑면 강항로 101,#관광지 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화관광 #역사문화재 #역사속 #역사속으로 #역사여행 #역사유적 #역사이야기 #역사탐험 #영광문화재 #영광서원 #영광여행 #영광여행추천 #전라남도여행 #전라남도여행지추천,DC048,P265,35.2118482238982,126.517909689703,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006","AC001, AC003, AC004, AC005, AC006"
265,1,선암사 [유네스코 세계유산],전라남도 순천시 승주읍 선암사길 450,#2024_여행가는달과함께하는_발도장여행지 #가족여행 #관광지 #교과서속여행 #불교 #불교문화 #사찰 #사찰&산사 #사찰여행 #선암사 #선암사(순천) #승선교 #아이와함께 #역사 #역사유적지 #유네스코 #유네스코세계문화유산 #유네스코세계유산 #자연좋은곳 #전통사찰 #전통역사문화체험 #종교 #친구와함께 #템플스테이 #한국불교,DC049,P266,34.9961821309022,127.327355954493,LC007,"WT001, WT002, WT004","VW001, VW004, VW006, VW007","AC001, AC002, AC003, AC004"
266,2,순천전통야생차체험관,전라남도 순천시 승주읍 선암사길 450-1,#가족과함께 #가족여행 #관광지 #다도체험 #순천야생차 #순천여행 #순천여행가볼만한곳 #순천여행추천 #순천웰빙공간 #순천전통야생차체험관 #순천체험공간 #순천한옥체험 #아이와함께 #이색체험 #자연좋은곳 #자연환경 #전라권 #전라남도여행 #체험 #체험프로그램 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳,DC049,P267,34.9948984835674,127.334070644838,LC007,"WT001, WT002, WT004","VW001, VW004, VW006, VW007","AC001, AC002, AC003, AC004"
267,3,송광사(순천),전라남도 순천시 송광면 송광사안길 100,#가족여행 #관광지 #교과서속여행 #불교 #불교문화 #불교사찰 #사찰 #사찰여행 #산사 #송광사 #아이와함께 #역사 #역사유적지 #전통사찰 #전통역사문화체험 #종교 #친구와함께 #템플스테이 #한국불교 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳 #힐링 #힐링&휴양,DC049,P268,35.0023635450929,127.274870647975,LC007,"WT001, WT002, WT004","VW001, VW004, VW006, VW007","AC001, AC002, AC003, AC004"
268,4,순천 낙안읍성,전라남도 순천시 낙안면 평촌리,#2024_여행가는달과함께하는_발도장여행지 #3대읍성 #CNN선정 #관광지 #낙안읍성 #드라마촬영지 #순천낙안읍성 #역사 #역사관광 #역사관광지 #역사를품은곳 #역사문화재 #역사속 #역사속으로 #역사여행 #역사유적지 #역사이야기 #역사적 #역사탐험 #읍성 #전라권,DC049,P269,34.8926561013448,127.338243910273,LC007,"WT001, WT002, WT004","VW001, VW004, VW006, VW007","AC001, AC002, AC003, AC004"
269,5,"순천만습지 (구, 순천만자연생태공원)",전라남도 순천시 순천만길 513-25,#2011 #2022 #2022한국관광의별 #2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #23_24한국관광100선 #가족여행 #걷기길 #관광지 #생태관광 #생태관광지 #수상내역 #순천만습지 #순천만자연생태공원 #자연 #자연좋은곳 #장애물없는 관광환경 우수시설 부문 #전라권 #전망좋은곳 #친환경여행 #한국관광100선 #한국관광의별,DC049,P270,34.8857970100738,127.5092833426,LC007,"WT001, WT002, WT004","VW001, VW004, VW006, VW007","AC001, AC002, AC003, AC004"
270,6,순천만 국가정원,전라남도 순천시 국가정원1호길 47,#2024_여행가는달과함께하는_발도장여행지 #가족과함께 #가족여행 #걷기여행 #관광지 #봄나들이 #산책하기좋은곳 #순천만국가정원 #아이와함께 #이색체험 #자연좋은곳 #자연환경 #전라권 #친환경여행,DC049,P271,34.928871680184,127.500801495864,LC007,"WT001, WT002, WT004","VW001, VW004, VW006, VW007","AC001, AC002, AC003, AC004"
271,1,벽계(찰비)계곡,경상남도 의령군 궁류면 벽계로 201,#경상권 #경치좋은곳 #관광지 #민물낚시 #벽계계곡 #야영 #자연 #자연좋은곳,DC050,P272,35.4260494898741,128.208094179887,LC005,"WT001, WT002, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
272,2,한우산,경상남도 의령군 궁류면 벽계리,#경상권 #관광지 #등산 #레포츠 #사계절 #영화촬영지 #의령한우산 #자연 #자연관광 #자연속으로 #자연여행 #자연좋은곳 #자연풍경 #자연환경 #한우산 #휴식공간 #휴식여행 #휴식하기 #휴식하기좋은곳 #힐링여행,DC050,P273,35.4144971152107,128.207887463166,LC005,"WT001, WT002, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
273,3,일붕사(의령),경상남도 의령군 궁류면 청정로 1202-15,#2024_여행가는달과함께하는_발도장여행지 #가족여행 #경상권 #관광지 #기차여행 #나들이 #동굴법당 #봉황산 #불교 #불교문화 #성덕암 #아이와함께 #역사 #의령사찰 #종교 #체험학습 #친구와함께 #한국불교 #힐링,DC050,P274,35.4355636564083,128.240146699079,LC005,"WT001, WT002, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
274,4,황소걸음식당,경상북도 영주시 조암로 11,#맛집 #영주맛집 #음식 #음식점 #한식 #한우곰탕 #한우곰탕 #한우불고기 #한우숯불구이 #한우육회가성비_갑 #한우차돌박이 #황소걸음식당,DC050,P275,36.8003921807466,128.63160320668,LC006,"WT001, WT002, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
275,5,창녕 우포늪,경상남도 창녕군 유어면 우포늪길 220,#2024_여행가는달과함께하는_발도장여행지 #21_22한국관광100선 #걷기길 #경상권 #공룡발자국 #관광지 #내륙습지 #람사르협약 #백조도래지 #생태관광 #생태관광자원 부문 #생태관광지 #생태습지 #우포늪 #자연 #자연사박물관 #자연좋은곳 #전망좋은곳 #천연기념물 #친환경여행 #한국관광100선 #한국관광의별,DC050,P276,35.5445608846934,128.41911947802,LC005,"WT001, WT002, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
276,6,봉황대(의령),경상남도 의령군 궁류면 평촌리 산 62,#가족과함께 #가족여행 #경상권 #경치좋은곳 #관광지 #기암절벽 #단풍여행 #봉황대 #사계절 #아이와함께 #의령3경 #의령가볼만한곳 #자연 #자연관광지 #자연발생 #자연여행 #자연좋은곳 #자연환경 #주말추천여행지,DC050,P277,35.4355654979096,128.24141444546,LC005,"WT001, WT002, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
277,1,할매보리밥,전라남도 영광군 불갑사로 351,#음식,DC051,P278,35.2035932481132,126.538559160587,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
278,2,불갑저수지 수변공원,전라남도 영광군 불갑면 방마로 151,#가족여행 #걷기좋은길 #관광지 #사계절 #사찰&산사 #산책길 #산책하기 #산책하기좋은곳 #영광여행 #자연좋은곳 #전라권 #전라남도여행 #체험학습 #친환경여행,DC051,P279,35.221497599952,126.514230920994,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
279,3,화천월지단차원 (전 불갑다향),전라남도 영광군 불갑사로 167,#가족과함께 #관광두레 #관광지 #농촌교육 #다도체험 #영광군 #전남_관광두레 #체험프로그램 #친구와함께,DC051,P280,35.2174507013667,126.528949738366,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
280,4,백수해안도로,전라남도 영광군 백수읍 해안로 957,#2024_여행가는달과함께하는_발도장여행지 #경치좋은곳 #관광지 #드라이브여행 #드라이브코스 #드라이브코스추천 #바다경치 #백수해안도로 #연인과함께 #이른봄여행 #자연 #전라권 #추천드라이브코스 #풍경좋은곳 #해안도로 #해안드라이브 #해안드라이브코스 #해안절경 #휴식여행 #휴식하기좋은곳,DC051,P281,35.353731926146,126.38928135481,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
281,5,법성포,전라남도 영광군 법성면 법성리,#경치좋은곳 #관광지 #바다경치 #바다내음 #법성포 #자연 #자연좋은곳 #자연환경 #전라권 #포구 #항구,DC051,P282,35.3652682531802,126.450068335007,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
282,6,숲쟁이공원,전라남도 영광군 법성면 진내리,#걷기여행 #관광지 #영광9경 #영광공원 #영광여행 #전라남도여행 #힐링여행,DC051,P283,35.3669070390814,126.434102157175,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
283,7,숲쟁이꽃동산,전라남도 영광군 백제문화로 67,#관광지,DC051,P284,35.3644850486412,126.43460738044,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
284,8,백제불교최초도래지,전라남도 영광군 법성면 백제문화로 203,#가족여행 #관광지 #기차여행 #나들이 #백제불교최초도래지 #사찰&산사 #아이와함께 #역사 #자연좋은곳 #전라권 #전통&역사문화체험 #체험학습 #친구와함께 #힐링,DC051,P285,35.3619446212377,126.431134890485,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
285,9,월봉재,전라남도 영광군 굴비로 87,#음식,DC051,P286,35.3562831625854,126.449225330339,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
286,10,물무산 행복숲,전라남도 영광군 영광읍 물무로 219,#관광지,DC051,P287,35.2703141685514,126.516783129023,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
287,11,영광향교,전라남도 영광군 영광읍 향교길 32,#고려시대향교 #관광지 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화재 #역사문화재 #역사속 #역사속으로 #역사유적 #역사유적지 #역사이야기 #역사탐험 #영광고려시대문화재 #영광문화재 #영광여행 #영광여행추천 #영광향교 #전라권 #전라남도여행 #전라남도유형문화재,DC051,P288,35.2739857208922,126.520037617586,LC007,"WT001, WT002, WT003, WT004","VW001, VW002, VW003, VW004, VW006, VW008","AC001, AC002, AC003, AC004, AC005"
288,1,영덕 안동권씨 옥천재사,경상북도 영덕군 창수면 장육사길 353,#관광지 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화재 #역사속 #역사속으로 #역사유적 #역사유적지 #역사이야기 #역사탐방 #역사탐험 #영덕옥천재사 #영덕화수루 #조선시대누각,DC052,P289,36.5966697597818,129.321873962174,LC006,"WT001, WT002","VW001, VW004, VW006, VW007","AC001, AC002, AC004"
289,2,괴시리 전통마을,경상북도 영덕군 영해면 호지마을1길 16-1,#가족여행 #경상권 #고택마을 #관광지 #괴시리 #민속문화재 #역사 #역사공부 #역사관광지 #역사를품은곳 #역사문화재 #역사속 #역사속으로 #역사이야기 #역사탐방 #역사탐험 #영덕관광 #전통마을 #체험학습 #한옥스테이,DC052,P290,36.543146067981,129.41662202089,LC006,"WT001, WT002","VW001, VW004, VW006, VW007","AC001, AC002, AC004"
290,3,영해 3.1 의거탑,경상북도 영덕군 영해면 성내리,#3.1운동 #관광지 #산책길 #산책하기 #산책하기좋은곳 #아이와함께 #애국심 #애국정신 #역사 #역사를품은곳 #역사속 #역사속으로 #역사여행 #역사이야기 #역사탐방 #역사탐험 #항일운동,DC052,P291,36.5328547343441,129.413081120793,LC006,"WT001, WT002","VW001, VW004, VW006, VW007","AC001, AC002, AC004"
